image_path,caption
images/img_84.jpg,"Politics News: Live Politics News from India, Political & Politicians News  Online | Business Standard"
images/img_85.jpg,Indian politics: How India's politics has changed over the last five years
images/img_86.jpg,Amit Shah News | Indian Politics 'Foreign' To Rahul? Rahul Set To Jet Off  To Germany
images/img_87.jpg,Rahul Gandhi: The rise of India's political scion - BBC News
images/img_88.jpg,"Indian Politics | World News, Latest and Breaking News, Top International  News Today - Firstpost"
images/img_89.jpg,"India's economy: The good, bad and ugly in six charts"
images/img_90.jpg,Inside India's Economic Dominance Amid US Tariff Wars | Indian Economy |  Latest News
images/img_91.jpg,India Turkey Trade Tensions Modi's BIG MOVE | Inconnect News | Indian  Economy News
images/img_92.jpg,India economy: Seven years of Modi in seven charts
images/img_93.jpg,India's GDP grows at 6.3% in Jul-Sept quarter of FY23 - India Today
images/img_94.jpg,Watch India Outsmart US Tariffs and Skyrocket to Global Power | Indian  Economy | Latest News
images/img_95.jpg,"Economic Survey 2026-2027, projects a resilient state of India economy in  the coming financial year with better than expected GDP growth and moderate  inflation. #thesentinel #EconomicSurvey2026 #GDP"
images/img_96.jpg,What Modi Did to WIN the India US Trade War Against Trump? | India Canada  FTA | Indian Economy News
images/img_97.jpg,"India's economy: The good, bad and ugly in six charts"
images/img_98.jpg,"India's economic growth is expected to outpace the National Statistical  Office's (NSO) first advance estimate, reflecting buoyant high‑frequency  data since September 2025, led by policy impetus. A report from Morgan  Stanley estimated"
images/img_99.jpg,"India's GDP Contracts By 23.9%, Worst In Over Four Decades; Other Top  Stories"
images/img_100.jpg,India sees GDP growth slowing on global weakness | Reuters
images/img_101.jpg,India's Economy: Growth Prospects Amid Challenges
images/img_102.jpg,India's GDP Decline Continues; What Is The Impact Of This On Economy?
images/img_103.jpg,"India will become the world's third-largest economy by 2028, overtaking  Germany, according to a report by global financial services firm  #MorganStanley. The report says, the Indian economy, valued at 3.5 trillion  dollars"
images/img_104.jpg,"India Surpasses the UK To Become 5th Largest Economy In a significant  development, India has surpassed the United Kingdom to become the  fifth-largest economy globally. The country had outpaced the UK during"
images/img_105.jpg,"India can become $10 tn economy by 2032; beat US, China in manufacturing:  Report - The Economic Times"
images/img_106.jpg,"ECONOMIC GOOD NEWS CONTIUNES (114)... Indian economy is breaking all  estimates & will grow at 7.4%. Read the attached newsitem & you will  realise, it is NOT happening, it is being MADE"
images/img_107.jpg,The truth about the Indian economy - indica News
images/img_108.jpg,India economy news: India set to become 3rd largest economy by 2030: S&P -  The Economic Times
images/img_109.jpg,Economy in India Today
images/img_110.jpg,Good to know my years-ago forecast on India's economy being the world's 3rd  largest by 2027-28 is now backed by ⁦⁦@IMFNews'⁩ latest annual  #WorldEconomicOutlook. It projects India's GDP overtaking #Germany in  2025-26
images/img_111.jpg,Projected size of the Indian Economy #india #economy #indianews #indian  #economics #news #polity #upsc #appsc #tspsc #updates #bjp #inc
images/img_112.jpg,India's Economy At RISK Due To Chinese Dumping Strategy | India China News  | World News
images/img_113.jpg,India may emerge as second-largest economy by 2038 in PPP terms: EY report  - The Economic Times
images/img_114.jpg,"India's Economy Poised for Record Growth in 2025, Says UN Report -  Pragativadi I Latest Odisha News in English I Breaking News"
images/img_115.jpg,Standard and Poor's global rating projects India's economy will grow 6.5%  in the current fiscal year and 6.7% in the next financial year. It says  expected tax cuts and monetary policy easing
images/img_116.jpg,"India's economy remains heavily controlled, with high tariffs, strict  investment limits, and regulatory barriers limiting trade, FDI, and  technology growth. Recent reforms are largely incremental, addressing  visible distortions but failing to dismantle"
images/img_117.jpg,Next 5 years are crucial for the Indian economy : r/IndianStreetBets
images/img_118.jpg,"In the economic survey 2025-26, tabled by Nirmala Sitharaman in Parliament  on Thursday, the government's estimate shows an economic slowdown from the  current fiscal year's 7.4% projection."
images/img_119.jpg,India's economy will shrink #gdp #economy #coronavirus #adb
images/img_120.jpg,Indian Economy Hits $1 Trillion FDI Milestone | World News | India China  News | Inconnect News
images/img_121.jpg,"India's economy set to get boost from US tariff cut, says Chief Economic  Adviser - A2Z Taxcorp LLP"
images/img_122.jpg,Is India's Economic Growth Slowing? - Capital Calculus 2.0
images/img_123.jpg,India's digital economy to cross $1tn by 2030: Report | Bengaluru News -  The Times of India
images/img_124.jpg,India Services Boom Fuels Netflix Growth: Local Strategy Key
images/img_125.jpg,"Watch India's Economy Will Expand With US Trade Deal, Says Top Advisor -  Bloomberg"
images/img_126.jpg,What's driving India's economy? | LinkedIn
images/img_127.jpg,Two good news in economic front for India today….. News 1 : Source - IMF  Economic Outlook Historical Milestone For India's Economy India overtakes  Japan as the world's fourth-largest economy- From 11th
images/img_128.jpg,Indian Economy News & Discussion - Nov 27 2017 - Page 210 - Bharat Rakshak
images/img_129.jpg,Indian economy and new beginnings – Institute for Competitiveness
images/img_130.jpg,"Great News for #India #Economy , Big Thanks to @PMOIndia for great policies  - This was publish today in Dubai leading Newspaper"
images/img_131.jpg,Unravelling performance of Indian economy before and after polls - World  Business Watch News
images/img_132.jpg,India's economy grows by 13.5 percent but misses target | Business and Economy  News | Al Jazeera
images/img_133.jpg,"It's official: India's economy is in recession or severe economic decline.  All religious/ divisive cultural issues now need to be put to the side, the  government needs a rational 3 point focus:"
images/img_134.jpg,Indian Economy On Track? India Record 8.4% Q2 Growth | News Today With  Rajdeep Sardesai
images/img_135.jpg,"The Indian rupee strengthened sharply on Tuesday, rising 119 paise to 90.3  against the US dollar in early trade, after the United States announced a  cut in tariffs on select Indian goods. The move ..."
images/img_136.jpg,GDP growth slows to 7-quarter low of 5.4%; here is what economists say
images/img_137.jpg,"India's Consumption Surge to Cool Slightly, Economic Survey Warns"
images/img_138.jpg,Indian Economy News & Discussion - Nov 27 2017 - Page 225 - Bharat Rakshak
images/img_139.jpg,"News Today | 25th & 26th May, 2025 India becomes 4th Largest Economy  #VisionIAS #NewsToday #DailyCurrentAffairs # India # Largest # Economy Read  Complete News At: https://visionias.in/current-affairs/news-today Watch the  News Bulletin at:"
images/img_140.jpg,"India will remain the fastest growing major economy in the world during the  financial year ending March 2026, with its economy projected to grow 7.4  per cent, according to the first advance"
images/img_141.jpg,India's New Index Reveals Divided Economic Growth Story
images/img_142.jpg,"With the India-EU free trade agreement in focus, the big question remains:  are Indian MSMEs and manufacturers institutionally prepared to truly  benefit from FTAs?, #IndiaEUFTAs #Business #Economy ..."
images/img_143.jpg,Indian Economy News & Discussion - Aug 26 2015 - Page 87 - Bharat Rakshak
images/img_144.jpg,LIVE: Economic Expert Decodes India's Opportunities After Becoming the  Fourth Largest Economy
images/img_145.jpg,India reaching $4 trillion gdp was False news : r/IndiaSpeaks
images/img_146.jpg,Indian Economy News & Discussion - Nov 27 2017 - Page 163 - Bharat Rakshak
images/img_147.jpg,India economy: Official advance GDP estimate is 7.4% for financial year  ending in March
images/img_148.jpg,India's economy grows 7.8% in Q1 2025-26 - ChiniMandi
images/img_149.jpg,How India Should Reform Its Economy
images/img_150.jpg,India's Economy: A Juggernaut That Just Keeps Rolling - INDIA - GENERAL |  Kerala Kaumudi Online
images/img_151.jpg,Infographic: 5 factors shaping Indian economy in '16 | India News - Times  of India
images/img_152.jpg,"India's Economy Data Reset: Massive Overhaul of Inflation, GDP & Production  Figures Coming Soon!"
images/img_153.jpg,"Economy News - Latest News on Indian Economy, Government Policy -  Moneycontrol.com"
images/img_154.jpg,India's economy surpasses expectations to grow 8.2% in Q2
images/img_155.jpg,India may pause plans to buy US arms after Trump’s tariffs: Report
images/img_156.jpg,Budget 2026: AI Touted as Force Multiplier for India’s Economy | WION
images/img_157.jpg,Bad news for Modi? Bleak prospects for Indian economy for next few quarters  – Institute for Competitiveness
images/img_158.jpg,India's Economy: Growth Momentum Faces Fiscal and Consumption Headwinds
images/img_159.jpg,Indian Economy News & Discussion - Nov 27 2017 - Page 227 - Bharat Rakshak
images/img_160.jpg,India's economic growth hits 4-year low of 6.5% in FY25 - India Today
images/img_161.jpg,India Became the World's Fifth-largest Economy
images/img_162.jpg,India likely to be the world's third largest economy by 2027-28 - India  News News
images/img_163.jpg,"India's economy to hold top spot for growth, but underlying weaknesses  remain: Reuters poll"
images/img_164.jpg,Bharat takes centre stage on Global Economy GDP growth numbers for Q2  display the resilience and strength of the Indian economy in the midst of  such testing times globally.
images/img_165.jpg,How the Indian Economy is Growing despite all the obstacles? | Khan Global  Studies Blogs
images/img_166.jpg,"IMF MD Kristalina Georgieva praised India's economic growth, called the  country a 'bright spot' | Moneycontrol News"
images/img_167.jpg,"India to become world's 4th largest economy: A giant GDP leap, but for  whom? Is this growth inclusive? - Economy News | The Financial Express"
images/img_168.jpg,"India's Economy to Surge 7.4% in 2025: UN Report Cites Reforms, Spending"
images/img_169.jpg,"India's Rise, the World Takes Note 🇮🇳 India has overtaken Japan to become  the world's 4th largest economy - a landmark moment in our growth journey.  With robust GDP growth, controlled inflation,"
images/img_170.jpg,India Charts Steady Growth Amid Global Turmoil
images/img_171.jpg,"Indian economy expected to grow 6.7 per cent in 2024, says UN report -  India News News"
images/img_172.jpg,Indian Economy News & Discussion - Nov 27 2017 - Page 136 - Bharat Rakshak
images/img_173.jpg,India's economy is full of bubbles - AsiaConverge
images/img_174.jpg,"Indian Economy: Why India’s Economy Is Surging Faster? IMF, World Bank  Reveals Details"
images/img_175.jpg,"News | India's economy continued its strong upward trajectory in Q2 FY  2025–26, posting 8.2% year-on-year growth in real GDP, according to data  released by the National Statistics Office on November 28."
images/img_176.jpg,Trade deal with US may further strengthen growth prospects next year': V.  Anantha Nageswaran - Economy News | The Financial Express
images/img_177.jpg,India News Sports - YouTube
images/img_178.jpg,"Sports News, Latest Sports News, Sports News Headlines | dailyO"
images/img_179.jpg,Sports News June 19 Highlights: India-W Beat South Africa-W In 2nd ODI;  Germany Beat Hungary 2-0 In Euro 2024 | Outlook India
images/img_180.jpg,India wins toss and opts to bowl against New Zealand in series-deciding  third ODI - ABC News
images/img_181.jpg,"India national cricket team – latest news, results & updates - BBC Sport"
images/img_182.jpg,Sports in 2024: Cricket's Game of Thrones and India's Olympic dreams |  Explained News - The Indian Express
images/img_183.jpg,Plenty to ponder for Rohit Sharma | Cricket News - The Times of India
images/img_184.jpg,India TV Sports Wrap on May 16: Today's top 10 trending news stories |  Other News – India TV
images/img_185.jpg,"Top sports News Headlines Today, September 20, 2019: Bajrang Punia's place  in Indian sports history to India vs Pakistan volleyball clash"
images/img_186.jpg,ICC U19 World Cup: How the Indian press reacted to India winning fourth  title
images/img_187.jpg,"Sports News: Cricket Live Scores, Latest Sports News, Football, NBA, NFL,  WWE, NHL, MLB News & More"
images/img_188.jpg,"India national cricket team – latest news, results & updates - BBC Sport"
images/img_189.jpg,India TV Sports Wrap on October 30: Today's top 10 trending news stories |  Cricket News – India TV
images/img_190.jpg,"Sports News - Latest Sports News, Live Scores, Results Today's Sports  Headlines Updates | Times Now"
images/img_191.jpg,RevSportzOfficial | Sports News at Fingertips | India U-19 have defeated  Afghanistan and will now play the final against England . #indvsafg  #Under19WorldCup | Instagram
images/img_192.jpg,Indian Sports: Top 10 events of the passing year | Indiablooms - First  Portal on Digital News Management
images/img_193.jpg,"A collage of Indian newspaper's sports page Hindustan Times, Mail... News  Photo - Getty Images"
images/img_194.jpg,"Latest Sports News : Live Scores, Highlights & Updates"
images/img_195.jpg,"India Today: Latest Sport News, Cricket, Football, Tennis, Golf, Sport  Videos &amp;amp;amp; Pictures"
images/img_196.jpg,Sports News: Hardik Pandya No. 1 ICC T20I All-Rounder; Neeraj's Olympic  Quest; Team India in Harare - YouTube
images/img_197.jpg,India Today Sports
images/img_198.jpg,India TV Sports Wrap on December 14: Today's top 10 trending news stories |  Other News – India TV
images/img_199.jpg,"Unveiled after 24 years, Khelo Bharat Niti 2025 sets a bold vision for Indian  sports. Thank you to PM Shri @narendramodi ji for this transformative step  as India eyes to host the"
images/img_200.jpg,India Sports News (@IndiaSportNews) / Posts / X
images/img_201.jpg,Cricket coverage trumps Hima Das in major Indian newspapers
images/img_202.jpg,Sporting News India - NBA | Cricket | Football | Tennis
images/img_203.jpg,"Sports News: Cricket Live Scores, Latest Sports News, Football, NBA, NFL,  WWE, NHL, MLB News & More | Page - 5"
images/img_204.jpg,South Africa vs India: How Indian newspapers reacted to defeat in first  Test at Cape Town
images/img_205.jpg,"Sports News Highlights, July 18: Inter Kashi Crowned I-League Champions;  IND-W's Pratika Rawal Fined By ICC | Outlook India"
images/img_206.jpg,Thomas Cup: How India made history
images/img_207.jpg,"Sports News November 20, 2024 Highlights: Team India Beat China 1-0 In  Thrilling ACT Final | Republic World"
images/img_208.jpg,Badminton - Media Watch! 📰 Today's The Times of India | Sports 🗞 feature  shuttlers who had reached the quarterfinals of #HyderabadOpenSuper100 .  Read the article here👇 #IndiaontheRise | Facebook
images/img_209.jpg,India-Pak tensions: BCCI confirms suspension of IPL 2025 for one week |T20  | Cricket | Sports news
images/img_210.jpg,Who might trouble India more – Pakistan or Bangladesh? - Sports News Portal  | Revsportz
images/img_211.jpg,"Indian football 'hurt, scared' as domestic game hits new low | Football News  | Al Jazeera"
images/img_212.jpg,Cricket coverage trumps Hima Das in major Indian newspapers
images/img_213.jpg,Cricket World Cup: India unbeaten in group stage but will knockout flaws  return in semi-final vs New Zealand? | Cricket News | Sky Sports
images/img_214.jpg,It's very encouraging that THE TIMES OF INDIA has given a full page  coverage of the interview about Sports in India.
images/img_215.jpg,Indian Sports News
images/img_216.jpg,Looking back 2024 | India's achievement in sports - The Hindu
images/img_217.jpg,"Rediff Sports - Cricket, Indian hockey, Tennis, Football, Chess, Golf :  headlines"
images/img_218.jpg,"Current Sports News - Khel Dekho: Asia Cup 2018: With Problems Aplenty,  India Have Much to Get Right Tonight Against Pakistan"
images/img_219.jpg,Cricket should support other sports in India. I wrote about this two weeks  ago. Some supported and others critiqued. Yesterday BCCI announced a 8.5cr  support to Indian athletes going to Paris… |
images/img_220.jpg,"Sports News Today: Sports News, Latest News on Sports, Breaking News and  Trending Stories - Firstpost"
images/img_221.jpg,Live Score | IND vs SA Live Score Warm Up Match T20 World Cup 2026: India  vs South Africa Full Scorecard Online - Sports News | The Financial Express
images/img_222.jpg,"Sports News - Latest Sports News, Live Scores, Results Today's Sports  Headlines Updates | Times Now"
images/img_223.jpg,"Looking at 2025, Sport: After an eventful last year, a period of lull ahead  | Explained News - The Indian Express"
images/img_224.jpg,Seifert leads New Zealand past India for T20 win despite Dube's 65 off 23 |  AP News
images/img_225.jpg,Loss to NZ in Vizag Tells us 2 Very Important Things About the Indian T20  Team |Sports Today
images/img_226.jpg,MS Dhoni's India career in doubt after losing central contract | Cricket  News | Sky Sports
images/img_227.jpg,India TV Sports Wrap on September 17: Today's top 10 trending news stories  | Other News – India TV
images/img_228.jpg,"Indian - An Indian makes history with a crazy achievement, but 95% of the  newspaper is filled with random IPL news And then we ask why we are not  good at sports"
images/img_229.jpg,"Sports News: Get Latest News on Cricket, Football, Hockey along with T20  World Cup 2024."
images/img_230.jpg,"Sports News ,Cricket News,Football updates,Latest Updates and Highlights"
images/img_231.jpg,India 58 runs from test series sweep against West Indies | AP News
images/img_232.jpg,Breaking News : Sports | ISH News
images/img_233.jpg,There have been many Sports News Media posting this before every  match[Source: SportsNow] : r/IndiaCricket
images/img_234.jpg,"Sports News: Cricket Live Scores, Latest Sports News, Football, NBA, NFL,  WWE, NHL, MLB News & More"
images/img_235.jpg,Sports News | Latest Cricket & Football News | Match Updates- The Week
images/img_236.jpg,"Sports News Today: Sports News, Latest News on Sports, Breaking News and  Trending Stories - Firstpost"
images/img_237.jpg,India stun champions Australia to reach Cricket World Cup final | RNZ News
images/img_238.jpg,"Rude shock to India's medal hopes; no cricket, hockey, badminton, shooting  in Commonwealth Games 2026. : r/indiansports"
images/img_239.jpg,ICC U19 World Cup: How the Indian press reacted to India winning fourth  title
images/img_240.jpg,"Indian wicketkeeper-batsman Rishabh Pant said that his recovery from injury  is progressing steadily and that he is hopeful of returning to competitive  cricket soon, while speaking on the sidelines of the World"
images/img_241.jpg,Indian sports industry get artificial intelligence boost from IIT Madras |  Tech News - Business Standard
images/img_242.jpg,"Sports News English | World Cup, Matches, Updates | Metro Vaartha"
images/img_243.jpg,"India Reforms Sport: Doping, Age Fraud Under Scrutiny"
images/img_244.jpg,Sports News | Sports News Headlines Today | Latest Sports News | Deccan  Chronicle
images/img_245.jpg,"Sports News, June 11 Highlights: South Africa Meet Australia In WTC Final;  India Face Argentina In FIH Pro League | Outlook India"
images/img_246.jpg,India look to extend winning run against Sri Lanka
images/img_247.jpg,"Sports News: Live Sports and Cricket News, Latest updates on Tennis,  Kabaddi, Football, Badminton, WWE & more"
images/img_248.jpg,"Search for indian-sports-news | The Tribune: Today's Latest News, Breaking  News, Top Headlines from India & World"
images/img_249.jpg,Indian Sports News
images/img_250.jpg,Sports News | England Beat India by 15 Runs in 2nd T20I to Level Mixed  Disability Series 1-1 | LatestLY
images/img_251.jpg,"Sports, Cricket News Headlines Today, September 23, 2019: South Africa won  third T20I nine wickets to level the series against India 1-1. Deepak Punia  pulled out of World Championship title to settle for silver."
images/img_252.jpg,"India vs England: Live updates, scores, teams as India win by 106 runs | Sporting  News India"
images/img_253.jpg,Indian Sports Highlights Oct 23: India lose to Germany in hockey; Tamil  Thalaivas beat Puneri Paltan - ESPN
images/img_254.jpg,"Sports News, Latest Sports Updates, Cricket World Cup, Football, Tennis,  Hockey &amp;amp;amp; IPL"
images/img_255.jpg,Can India win the World T20 cricket tournament? - BBC News
images/img_256.jpg,Hindi news | hindi newspaper |news in hindi: Sports cricket news updates  india 5 august 2011|team india sports news...
images/img_257.jpg,The quiet perfection of Ravindra Jadeja - Sports Insights News | The  Financial Express
images/img_258.jpg,"New Zealand thrash India to end losing streak - Dubai Eye 103.8 - News,  Talk & Sports"
images/img_259.jpg,Sports | DD News On Air
images/img_260.jpg,"Raw Reactions! Hugs, Tears Of Joy & Jemimah Rodrigues Trademark  Celebration, India Women's Team Celebrate Historic Win In Navi Mumbai; Video"
images/img_261.jpg,"Sports News - Latest Sports News, Breaking Sports News, Sports News  Headlines"
images/img_262.jpg,"Sports News: Live Scores, Results, Schedules of All Sports - myKhel"
images/img_263.jpg,Latest Sport News 2022 for Competitive Exam |
images/img_264.jpg,India end Pakistan's U19 World Cup campaign with commanding 58-run victory  - The Economic Times
images/img_265.jpg,"Live Scores, Latest Sports News, Results, Cricket Updates - The Hindu"
images/img_266.jpg,"Latest sports news, Today's Top sports news Headline | Awaz the voice"
images/img_267.jpg,India Technology News- Tech News and Updates | Gurugram
images/img_268.jpg,India Technology News | Latest Technology News and Updates India
images/img_269.jpg,"India's tryst with #inclusive technology, #worldclass #talent, #innovation  ecosystem & progressive policies that focuses on #tech #impact will be the  cornerstones for us to emerge as the #economic and #technological  powerhouse of"
images/img_270.jpg,Get digital access to India Technology News Magazine | Magzter.com
images/img_271.jpg,TechGig daily tech news digest - 28 October | TechGig
images/img_272.jpg,India living its tech moment; India poised for mobile market dominance |  EP-101
images/img_273.jpg,"Technology has evolved from a simple tool of convenience to becoming the  driving force behind transformation. As we head into 2025, the pace of  innovation continues to accelerate. Read more about the"
images/img_274.jpg,"National Technology Day 2024: India now a digitally empowered nation,  ETGovernment"
images/img_275.jpg,Tech News: Latest Technology News and Updates | Times Of India
images/img_276.jpg,India's Best IT Magazine: Latest Tech News & Updates
images/img_277.jpg,India Technology News (ITN)- Tech News and Updates | LinkedIn
images/img_278.jpg,"Tech News | Microsoft, Google, Intel And Cognizant Unveil Massive AI  Investments In India | 4K Video"
images/img_279.jpg,India Technology News- Tech News and Updates | Gurugram
images/img_280.jpg,India Technology News- Tech News and Updates | Gurugram
images/img_281.jpg,Newspaper Headlines: Made-In-India Hypersonic Vehicle Successfully Tested &  Other Top Stories
images/img_282.jpg,"Tech News Today Live Updates on December 25, 2024: Generative AI, data  centres to define India's tech industries in 2025 | Mint"
